name_demojized,emoji,name,group,sub_group,codepoints,name_demojized
_telephone_,☎️,telephone,Objects,phone,260E FE0F,_telephone_
_telephone_,☎,telephone,Objects,phone,260E,_telephone_
_telephone_receiver_,📞,telephone receiver,Objects,phone,1F4DE,_telephone_receiver_
_pager_,📟,pager,Objects,phone,1F4DF,_pager_
_fax_machine_,📠,fax machine,Objects,phone,1F4E0,_fax_machine_
_battery_,🔋,battery,Objects,computer,1F50B,_battery_
_electric_plug_,🔌,electric plug,Objects,computer,1F50C,_electric_plug_
_laptop_,💻,laptop,Objects,computer,1F4BB,_laptop_
_desktop_computer_,🖥️,desktop computer,Objects,computer,1F5A5 FE0F,_desktop_computer_
_desktop_computer_,🖥,desktop computer,Objects,computer,1F5A5,_desktop_computer_
_printer_,🖨️,printer,Objects,computer,1F5A8 FE0F,_printer_
_printer_,🖨,printer,Objects,computer,1F5A8,_printer_
_keyboard_,⌨️,keyboard,Objects,computer,2328 FE0F,_keyboard_
_keyboard_,⌨,keyboard,Objects,computer,2328,_keyboard_
_computer_mouse_,🖱️,computer mouse,Objects,computer,1F5B1 FE0F,_computer_mouse_
_computer_mouse_,🖱,computer mouse,Objects,computer,1F5B1,_computer_mouse_
_trackball_,🖲️,trackball,Objects,computer,1F5B2 FE0F,_trackball_
_trackball_,🖲,trackball,Objects,computer,1F5B2,_trackball_
_computer_disk_,💽,computer disk,Objects,computer,1F4BD,_computer_disk_
_floppy_disk_,💾,floppy disk,Objects,computer,1F4BE,_floppy_disk_
_optical_disk_,💿,optical disk,Objects,computer,1F4BF,_optical_disk_
_dvd_,📀,dvd,Objects,computer,1F4C0,_dvd_
_abacus_,🧮,abacus,Objects,computer,1F9EE,_abacus_
_movie_camera_,🎥,movie camera,Objects,light & video,1F3A5,_movie_camera_
_film_frames_,🎞️,film frames,Objects,light & video,1F39E FE0F,_film_frames_
_film_frames_,🎞,film frames,Objects,light & video,1F39E,_film_frames_
_film_projector_,📽️,film projector,Objects,light & video,1F4FD FE0F,_film_projector_
_film_projector_,📽,film projector,Objects,light & video,1F4FD,_film_projector_
_clapper_board_,🎬,clapper board,Objects,light & video,1F3AC,_clapper_board_
_television_,📺,television,Objects,light & video,1F4FA,_television_
_camera_,📷,camera,Objects,light & video,1F4F7,_camera_
_camera_with_flash_,📸,camera with flash,Objects,light & video,1F4F8,_camera_with_flash_
_video_camera_,📹,video camera,Objects,light & video,1F4F9,_video_camera_
_videocassette_,📼,videocassette,Objects,light & video,1F4FC,_videocassette_
_magnifying_glass_tilted_left_,🔍,magnifying glass tilted left,Objects,light & video,1F50D,_magnifying_glass_tilted_left_
_magnifying_glass_tilted_right_,🔎,magnifying glass tilted right,Objects,light & video,1F50E,_magnifying_glass_tilted_right_
_candle_,🕯️,candle,Objects,light & video,1F56F FE0F,_candle_
_candle_,🕯,candle,Objects,light & video,1F56F,_candle_
_light_bulb_,💡,light bulb,Objects,light & video,1F4A1,_light_bulb_
_flashlight_,🔦,flashlight,Objects,light & video,1F526,_flashlight_
_red_paper_lantern_,🏮,red paper lantern,Objects,light & video,1F3EE,_red_paper_lantern_
_diya_lamp_,🪔,diya lamp,Objects,light & video,1FA94,_diya_lamp_
_notebook_with_decorative_cover_,📔,notebook with decorative cover,Objects,book-paper,1F4D4,_notebook_with_decorative_cover_
_closed_book_,📕,closed book,Objects,book-paper,1F4D5,_closed_book_
_open_book_,📖,open book,Objects,book-paper,1F4D6,_open_book_
_green_book_,📗,green book,Objects,book-paper,1F4D7,_green_book_
_blue_book_,📘,blue book,Objects,book-paper,1F4D8,_blue_book_
_orange_book_,📙,orange book,Objects,book-paper,1F4D9,_orange_book_
_books_,📚,books,Objects,book-paper,1F4DA,_books_
_notebook_,📓,notebook,Objects,book-paper,1F4D3,_notebook_
_ledger_,📒,ledger,Objects,book-paper,1F4D2,_ledger_
_page_with_curl_,📃,page with curl,Objects,book-paper,1F4C3,_page_with_curl_
_scroll_,📜,scroll,Objects,book-paper,1F4DC,_scroll_
_page_facing_up_,📄,page facing up,Objects,book-paper,1F4C4,_page_facing_up_
_newspaper_,📰,newspaper,Objects,book-paper,1F4F0,_newspaper_
_rolled-up_newspaper_,🗞️,rolled-up newspaper,Objects,book-paper,1F5DE FE0F,_rolled-up_newspaper_
_rolled-up_newspaper_,🗞,rolled-up newspaper,Objects,book-paper,1F5DE,_rolled-up_newspaper_
_bookmark_tabs_,📑,bookmark tabs,Objects,book-paper,1F4D1,_bookmark_tabs_
_bookmark_,🔖,bookmark,Objects,book-paper,1F516,_bookmark_
_label_,🏷️,label,Objects,book-paper,1F3F7 FE0F,_label_
_label_,🏷,label,Objects,book-paper,1F3F7,_label_
_money_bag_,💰,money bag,Objects,money,1F4B0,_money_bag_
_coin_,🪙,coin,Objects,money,1FA99,_coin_
_yen_banknote_,💴,yen banknote,Objects,money,1F4B4,_yen_banknote_
_dollar_banknote_,💵,dollar banknote,Objects,money,1F4B5,_dollar_banknote_
_euro_banknote_,💶,euro banknote,Objects,money,1F4B6,_euro_banknote_
_pound_banknote_,💷,pound banknote,Objects,money,1F4B7,_pound_banknote_
_money_with_wings_,💸,money with wings,Objects,money,1F4B8,_money_with_wings_
_credit_card_,💳,credit card,Objects,money,1F4B3,_credit_card_
_receipt_,🧾,receipt,Objects,money,1F9FE,_receipt_
_chart_increasing_with_yen_,💹,chart increasing with yen,Objects,money,1F4B9,_chart_increasing_with_yen_
_envelope_,✉️,envelope,Objects,mail,2709 FE0F,_envelope_
_envelope_,✉,envelope,Objects,mail,2709,_envelope_
_e-mail_,📧,e-mail,Objects,mail,1F4E7,_e-mail_
_incoming_envelope_,📨,incoming envelope,Objects,mail,1F4E8,_incoming_envelope_
_envelope_with_arrow_,📩,envelope with arrow,Objects,mail,1F4E9,_envelope_with_arrow_
_outbox_tray_,📤,outbox tray,Objects,mail,1F4E4,_outbox_tray_
_inbox_tray_,📥,inbox tray,Objects,mail,1F4E5,_inbox_tray_
_package_,📦,package,Objects,mail,1F4E6,_package_
_closed_mailbox_with_raised_flag_,📫,closed mailbox with raised flag,Objects,mail,1F4EB,_closed_mailbox_with_raised_flag_
_closed_mailbox_with_lowered_flag_,📪,closed mailbox with lowered flag,Objects,mail,1F4EA,_closed_mailbox_with_lowered_flag_
_open_mailbox_with_raised_flag_,📬,open mailbox with raised flag,Objects,mail,1F4EC,_open_mailbox_with_raised_flag_
_open_mailbox_with_lowered_flag_,📭,open mailbox with lowered flag,Objects,mail,1F4ED,_open_mailbox_with_lowered_flag_
_postbox_,📮,postbox,Objects,mail,1F4EE,_postbox_
_ballot_box_with_ballot_,🗳️,ballot box with ballot,Objects,mail,1F5F3 FE0F,_ballot_box_with_ballot_
_ballot_box_with_ballot_,🗳,ballot box with ballot,Objects,mail,1F5F3,_ballot_box_with_ballot_
_pencil_,✏️,pencil,Objects,writing,270F FE0F,_pencil_
_pencil_,✏,pencil,Objects,writing,270F,_pencil_
_black_nib_,✒️,black nib,Objects,writing,2712 FE0F,_black_nib_
_black_nib_,✒,black nib,Objects,writing,2712,_black_nib_
_fountain_pen_,🖋️,fountain pen,Objects,writing,1F58B FE0F,_fountain_pen_
_fountain_pen_,🖋,fountain pen,Objects,writing,1F58B,_fountain_pen_
_pen_,🖊️,pen,Objects,writing,1F58A FE0F,_pen_
_pen_,🖊,pen,Objects,writing,1F58A,_pen_
_paintbrush_,🖌️,paintbrush,Objects,writing,1F58C FE0F,_paintbrush_
_paintbrush_,🖌,paintbrush,Objects,writing,1F58C,_paintbrush_
_crayon_,🖍️,crayon,Objects,writing,1F58D FE0F,_crayon_
_crayon_,🖍,crayon,Objects,writing,1F58D,_crayon_
_memo_,📝,memo,Objects,writing,1F4DD,_memo_
_briefcase_,💼,briefcase,Objects,office,1F4BC,_briefcase_
_file_folder_,📁,file folder,Objects,office,1F4C1,_file_folder_
_open_file_folder_,📂,open file folder,Objects,office,1F4C2,_open_file_folder_
_card_index_dividers_,🗂️,card index dividers,Objects,office,1F5C2 FE0F,_card_index_dividers_
_card_index_dividers_,🗂,card index dividers,Objects,office,1F5C2,_card_index_dividers_
_calendar_,📅,calendar,Objects,office,1F4C5,_calendar_
_tear-off_calendar_,📆,tear-off calendar,Objects,office,1F4C6,_tear-off_calendar_
_spiral_notepad_,🗒️,spiral notepad,Objects,office,1F5D2 FE0F,_spiral_notepad_
_spiral_notepad_,🗒,spiral notepad,Objects,office,1F5D2,_spiral_notepad_
_spiral_calendar_,🗓️,spiral calendar,Objects,office,1F5D3 FE0F,_spiral_calendar_
_spiral_calendar_,🗓,spiral calendar,Objects,office,1F5D3,_spiral_calendar_
_card_index_,📇,card index,Objects,office,1F4C7,_card_index_
_chart_increasing_,📈,chart increasing,Objects,office,1F4C8,_chart_increasing_
_chart_decreasing_,📉,chart decreasing,Objects,office,1F4C9,_chart_decreasing_
_bar_chart_,📊,bar chart,Objects,office,1F4CA,_bar_chart_
_clipboard_,📋,clipboard,Objects,office,1F4CB,_clipboard_
_pushpin_,📌,pushpin,Objects,office,1F4CC,_pushpin_
_round_pushpin_,📍,round pushpin,Objects,office,1F4CD,_round_pushpin_
_paperclip_,📎,paperclip,Objects,office,1F4CE,_paperclip_
_linked_paperclips_,🖇️,linked paperclips,Objects,office,1F587 FE0F,_linked_paperclips_
_linked_paperclips_,🖇,linked paperclips,Objects,office,1F587,_linked_paperclips_
_straight_ruler_,📏,straight ruler,Objects,office,1F4CF,_straight_ruler_
_triangular_ruler_,📐,triangular ruler,Objects,office,1F4D0,_triangular_ruler_
_scissors_,✂️,scissors,Objects,office,2702 FE0F,_scissors_
_scissors_,✂,scissors,Objects,office,2702,_scissors_
_card_file_box_,🗃️,card file box,Objects,office,1F5C3 FE0F,_card_file_box_
_card_file_box_,🗃,card file box,Objects,office,1F5C3,_card_file_box_
_file_cabinet_,🗄️,file cabinet,Objects,office,1F5C4 FE0F,_file_cabinet_
_file_cabinet_,🗄,file cabinet,Objects,office,1F5C4,_file_cabinet_
_wastebasket_,🗑️,wastebasket,Objects,office,1F5D1 FE0F,_wastebasket_
_wastebasket_,🗑,wastebasket,Objects,office,1F5D1,_wastebasket_
_locked_,🔒,locked,Objects,lock,1F512,_locked_
_unlocked_,🔓,unlocked,Objects,lock,1F513,_unlocked_
_locked_with_pen_,🔏,locked with pen,Objects,lock,1F50F,_locked_with_pen_
_locked_with_key_,🔐,locked with key,Objects,lock,1F510,_locked_with_key_
_key_,🔑,key,Objects,lock,1F511,_key_
_old_key_,🗝️,old key,Objects,lock,1F5DD FE0F,_old_key_
_old_key_,🗝,old key,Objects,lock,1F5DD,_old_key_
_hammer_,🔨,hammer,Objects,tool,1F528,_hammer_
_axe_,🪓,axe,Objects,tool,1FA93,_axe_
_pick_,⛏️,pick,Objects,tool,26CF FE0F,_pick_
_pick_,⛏,pick,Objects,tool,26CF,_pick_
_hammer_and_pick_,⚒️,hammer and pick,Objects,tool,2692 FE0F,_hammer_and_pick_
_hammer_and_pick_,⚒,hammer and pick,Objects,tool,2692,_hammer_and_pick_
_hammer_and_wrench_,🛠️,hammer and wrench,Objects,tool,1F6E0 FE0F,_hammer_and_wrench_
_hammer_and_wrench_,🛠,hammer and wrench,Objects,tool,1F6E0,_hammer_and_wrench_
_dagger_,🗡️,dagger,Objects,tool,1F5E1 FE0F,_dagger_
_dagger_,🗡,dagger,Objects,tool,1F5E1,_dagger_
_crossed_swords_,⚔️,crossed swords,Objects,tool,2694 FE0F,_crossed_swords_
_crossed_swords_,⚔,crossed swords,Objects,tool,2694,_crossed_swords_
_water_pistol_,🔫,water pistol,Objects,tool,1F52B,_water_pistol_
_boomerang_,🪃,boomerang,Objects,tool,1FA83,_boomerang_
_bow_and_arrow_,🏹,bow and arrow,Objects,tool,1F3F9,_bow_and_arrow_
_shield_,🛡️,shield,Objects,tool,1F6E1 FE0F,_shield_
_shield_,🛡,shield,Objects,tool,1F6E1,_shield_
_carpentry_saw_,🪚,carpentry saw,Objects,tool,1FA9A,_carpentry_saw_
_wrench_,🔧,wrench,Objects,tool,1F527,_wrench_
_screwdriver_,🪛,screwdriver,Objects,tool,1FA9B,_screwdriver_
_nut_and_bolt_,🔩,nut and bolt,Objects,tool,1F529,_nut_and_bolt_
_gear_,⚙️,gear,Objects,tool,2699 FE0F,_gear_
_gear_,⚙,gear,Objects,tool,2699,_gear_
_clamp_,🗜️,clamp,Objects,tool,1F5DC FE0F,_clamp_
_clamp_,🗜,clamp,Objects,tool,1F5DC,_clamp_
_balance_scale_,⚖️,balance scale,Objects,tool,2696 FE0F,_balance_scale_
_balance_scale_,⚖,balance scale,Objects,tool,2696,_balance_scale_
_white_cane_,🦯,white cane,Objects,tool,1F9AF,_white_cane_
_link_,🔗,link,Objects,tool,1F517,_link_
_chains_,⛓️,chains,Objects,tool,26D3 FE0F,_chains_
_chains_,⛓,chains,Objects,tool,26D3,_chains_
_hook_,🪝,hook,Objects,tool,1FA9D,_hook_
_toolbox_,🧰,toolbox,Objects,tool,1F9F0,_toolbox_
_magnet_,🧲,magnet,Objects,tool,1F9F2,_magnet_
_ladder_,🪜,ladder,Objects,tool,1FA9C,_ladder_
_alembic_,⚗️,alembic,Objects,science,2697 FE0F,_alembic_
_alembic_,⚗,alembic,Objects,science,2697,_alembic_
_test_tube_,🧪,test tube,Objects,science,1F9EA,_test_tube_
_petri_dish_,🧫,petri dish,Objects,science,1F9EB,_petri_dish_
_dna_,🧬,dna,Objects,science,1F9EC,_dna_
_microscope_,🔬,microscope,Objects,science,1F52C,_microscope_
_telescope_,🔭,telescope,Objects,science,1F52D,_telescope_
_satellite_antenna_,📡,satellite antenna,Objects,science,1F4E1,_satellite_antenna_
_syringe_,💉,syringe,Objects,medical,1F489,_syringe_
_drop_of_blood_,🩸,drop of blood,Objects,medical,1FA78,_drop_of_blood_
_pill_,💊,pill,Objects,medical,1F48A,_pill_
_adhesive_bandage_,🩹,adhesive bandage,Objects,medical,1FA79,_adhesive_bandage_
_stethoscope_,🩺,stethoscope,Objects,medical,1FA7A,_stethoscope_
_door_,🚪,door,Objects,household,1F6AA,_door_
_elevator_,🛗,elevator,Objects,household,1F6D7,_elevator_
_mirror_,🪞,mirror,Objects,household,1FA9E,_mirror_
_window_,🪟,window,Objects,household,1FA9F,_window_
_bed_,🛏️,bed,Objects,household,1F6CF FE0F,_bed_
_bed_,🛏,bed,Objects,household,1F6CF,_bed_
_couch_and_lamp_,🛋️,couch and lamp,Objects,household,1F6CB FE0F,_couch_and_lamp_
_couch_and_lamp_,🛋,couch and lamp,Objects,household,1F6CB,_couch_and_lamp_
_chair_,🪑,chair,Objects,household,1FA91,_chair_
_toilet_,🚽,toilet,Objects,household,1F6BD,_toilet_
_plunger_,🪠,plunger,Objects,household,1FAA0,_plunger_
_shower_,🚿,shower,Objects,household,1F6BF,_shower_
_bathtub_,🛁,bathtub,Objects,household,1F6C1,_bathtub_
_mouse_trap_,🪤,mouse trap,Objects,household,1FAA4,_mouse_trap_
_razor_,🪒,razor,Objects,household,1FA92,_razor_
_lotion_bottle_,🧴,lotion bottle,Objects,household,1F9F4,_lotion_bottle_
_safety_pin_,🧷,safety pin,Objects,household,1F9F7,_safety_pin_
_broom_,🧹,broom,Objects,household,1F9F9,_broom_
_basket_,🧺,basket,Objects,household,1F9FA,_basket_
_roll_of_paper_,🧻,roll of paper,Objects,household,1F9FB,_roll_of_paper_
_bucket_,🪣,bucket,Objects,household,1FAA3,_bucket_
_soap_,🧼,soap,Objects,household,1F9FC,_soap_
_toothbrush_,🪥,toothbrush,Objects,household,1FAA5,_toothbrush_
_sponge_,🧽,sponge,Objects,household,1F9FD,_sponge_
_fire_extinguisher_,🧯,fire extinguisher,Objects,household,1F9EF,_fire_extinguisher_
_shopping_cart_,🛒,shopping cart,Objects,household,1F6D2,_shopping_cart_
_cigarette_,🚬,cigarette,Objects,other-object,1F6AC,_cigarette_
_coffin_,⚰️,coffin,Objects,other-object,26B0 FE0F,_coffin_
_coffin_,⚰,coffin,Objects,other-object,26B0,_coffin_
_headstone_,🪦,headstone,Objects,other-object,1FAA6,_headstone_
_funeral_urn_,⚱️,funeral urn,Objects,other-object,26B1 FE0F,_funeral_urn_
_funeral_urn_,⚱,funeral urn,Objects,other-object,26B1,_funeral_urn_
_moai_,🗿,moai,Objects,other-object,1F5FF,_moai_
_placard_,🪧,placard,Objects,other-object,1FAA7,_placard_
_ATM_sign_,🏧,ATM sign,Symbols,transport-sign,1F3E7,_ATM_sign_
_litter_in_bin_sign_,🚮,litter in bin sign,Symbols,transport-sign,1F6AE,_litter_in_bin_sign_
_potable_water_,🚰,potable water,Symbols,transport-sign,1F6B0,_potable_water_
_wheelchair_symbol_,♿,wheelchair symbol,Symbols,transport-sign,267F,_wheelchair_symbol_
_men’s_room_,🚹,men’s room,Symbols,transport-sign,1F6B9,_men’s_room_
_women’s_room_,🚺,women’s room,Symbols,transport-sign,1F6BA,_women’s_room_
_restroom_,🚻,restroom,Symbols,transport-sign,1F6BB,_restroom_
_baby_symbol_,🚼,baby symbol,Symbols,transport-sign,1F6BC,_baby_symbol_
_water_closet_,🚾,water closet,Symbols,transport-sign,1F6BE,_water_closet_
_passport_control_,🛂,passport control,Symbols,transport-sign,1F6C2,_passport_control_
_customs_,🛃,customs,Symbols,transport-sign,1F6C3,_customs_
_baggage_claim_,🛄,baggage claim,Symbols,transport-sign,1F6C4,_baggage_claim_
_left_luggage_,🛅,left luggage,Symbols,transport-sign,1F6C5,_left_luggage_
_warning_,⚠️,warning,Symbols,warning,26A0 FE0F,_warning_
_warning_,⚠,warning,Symbols,warning,26A0,_warning_
_children_crossing_,🚸,children crossing,Symbols,warning,1F6B8,_children_crossing_
_no_entry_,⛔,no entry,Symbols,warning,26D4,_no_entry_
_prohibited_,🚫,prohibited,Symbols,warning,1F6AB,_prohibited_
_no_bicycles_,🚳,no bicycles,Symbols,warning,1F6B3,_no_bicycles_
_no_smoking_,🚭,no smoking,Symbols,warning,1F6AD,_no_smoking_
_no_littering_,🚯,no littering,Symbols,warning,1F6AF,_no_littering_
_non-potable_water_,🚱,non-potable water,Symbols,warning,1F6B1,_non-potable_water_
_no_pedestrians_,🚷,no pedestrians,Symbols,warning,1F6B7,_no_pedestrians_
_no_mobile_phones_,📵,no mobile phones,Symbols,warning,1F4F5,_no_mobile_phones_
_no_one_under_eighteen_,🔞,no one under eighteen,Symbols,warning,1F51E,_no_one_under_eighteen_
_radioactive_,☢️,radioactive,Symbols,warning,2622 FE0F,_radioactive_
_radioactive_,☢,radioactive,Symbols,warning,2622,_radioactive_
_biohazard_,☣️,biohazard,Symbols,warning,2623 FE0F,_biohazard_
_biohazard_,☣,biohazard,Symbols,warning,2623,_biohazard_
_up_arrow_,⬆️,up arrow,Symbols,arrow,2B06 FE0F,_up_arrow_
_up_arrow_,⬆,up arrow,Symbols,arrow,2B06,_up_arrow_
_up-right_arrow_,↗️,up-right arrow,Symbols,arrow,2197 FE0F,_up-right_arrow_
